main_id,main_name,matching_id,count_all,count_match
1,"Дендрология",1,221,221
4,"Генерал РАДЕВ-ПРЕЗИДЕНТ на БЪЛГАРИЯ",1,12609,4
4,"Генерал РАДЕВ-ПРЕЗИДЕНТ на БЪЛГАРИЯ",4,12609,12609
6,"ОБЩЕСТВЕНА ПОДКРЕПА ЗА БСП !",1,8329,4
6,"ОБЩЕСТВЕНА ПОДКРЕПА ЗА БСП !",4,8329,1850
6,"ОБЩЕСТВЕНА ПОДКРЕПА ЗА БСП !",6,8329,8329
7,"NOMADS - a life of cheap/free travel",1,37930,1
7,"NOMADS - a life of cheap/free travel",4,37930,1
7,"NOMADS - a life of cheap/free travel",6,37930,2
7,"NOMADS - a life of cheap/free travel",7,37930,37930
8,"ДА СПРЕМ ислямизацията!/SIOE Bulgaria",1,9078,2
8,"ДА СПРЕМ ислямизацията!/SIOE Bulgaria",4,9078,371
8,"ДА СПРЕМ ислямизацията!/SIOE Bulgaria",6,9078,371
8,"ДА СПРЕМ ислямизацията!/SIOE Bulgaria",7,9078,3
8,"ДА СПРЕМ ислямизацията!/SIOE Bulgaria",8,9078,9078
9,"2016 deserves to DIE!",1,144,4
9,"2016 deserves to DIE!",4,144,1
9,"2016 deserves to DIE!",6,144,1
9,"2016 deserves to DIE!",7,144,1
9,"2016 deserves to DIE!",8,144,1
9,"2016 deserves to DIE!",9,144,144
10,"Trading For Dummies/ Трейдинг за начинаещи",1,274,1
10,"Trading For Dummies/ Трейдинг за начинаещи",4,274,2
10,"Trading For Dummies/ Трейдинг за начинаещи",6,274,2
10,"Trading For Dummies/ Трейдинг за начинаещи",7,274,1
10,"Trading For Dummies/ Трейдинг за начинаещи",8,274,4
10,"Trading For Dummies/ Трейдинг за начинаещи",9,274,1
10,"Trading For Dummies/ Трейдинг за начинаещи",10,274,274
11,"Фб КОАЛИЦИЯ АНТИ-ГЕРБ - ВРЕМЕ Е!",1,8941,2
11,"Фб КОАЛИЦИЯ АНТИ-ГЕРБ - ВРЕМЕ Е!",4,8941,1476
11,"Фб КОАЛИЦИЯ АНТИ-ГЕРБ - ВРЕМЕ Е!",6,8941,1756
11,"Фб КОАЛИЦИЯ АНТИ-ГЕРБ - ВРЕМЕ Е!",7,8941,1
11,"Фб КОАЛИЦИЯ АНТИ-ГЕРБ - ВРЕМЕ Е!",8,8941,724
11,"Фб КОАЛИЦИЯ АНТИ-ГЕРБ - ВРЕМЕ Е!",9,8941,1
11,"Фб КОАЛИЦИЯ АНТИ-ГЕРБ - ВРЕМЕ Е!",10,8941,1
11,"Фб КОАЛИЦИЯ АНТИ-ГЕРБ - ВРЕМЕ Е!",11,8941,8941
12,"Класически ПМГ-ец",1,570,1
12,"Класически ПМГ-ец",4,570,1
12,"Класически ПМГ-ец",6,570,2
12,"Класически ПМГ-ец",7,570,2
12,"Класически ПМГ-ец",8,570,2
12,"Класически ПМГ-ец",9,570,1
12,"Класически ПМГ-ец",10,570,6
12,"Класически ПМГ-ец",11,570,1
12,"Класически ПМГ-ец",12,570,570
13,"Дочуто в София / Overheard in Sofia",1,38453,18
13,"Дочуто в София / Overheard in Sofia",4,38453,528
13,"Дочуто в София / Overheard in Sofia",6,38453,345
13,"Дочуто в София / Overheard in Sofia",7,38453,48
13,"Дочуто в София / Overheard in Sofia",8,38453,366
13,"Дочуто в София / Overheard in Sofia",9,38453,18
13,"Дочуто в София / Overheard in Sofia",10,38453,6
13,"Дочуто в София / Overheard in Sofia",11,38453,492
13,"Дочуто в София / Overheard in Sofia",12,38453,16
13,"Дочуто в София / Overheard in Sofia",13,38453,38453
14,"Демократична България без комунисти и русофили.",1,441,1
14,"Демократична България без комунисти и русофили.",4,441,9
14,"Демократична България без комунисти и русофили.",6,441,9
14,"Демократична България без комунисти и русофили.",7,441,1
14,"Демократична България без комунисти и русофили.",8,441,41
14,"Демократична България без комунисти и русофили.",9,441,2
14,"Демократична България без комунисти и русофили.",10,441,1
14,"Демократична България без комунисти и русофили.",11,441,40
14,"Демократична България без комунисти и русофили.",12,441,1
14,"Демократична България без комунисти и русофили.",13,441,36
14,"Демократична България без комунисти и русофили.",14,441,441
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",1,2076,1
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",4,2076,85
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",6,2076,94
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",7,2076,2
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",8,2076,198
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",9,2076,1
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",10,2076,2
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",11,2076,156
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",12,2076,1
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",13,2076,52
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",14,2076,6
15,"ПРОТИВ ИСЛЯМИЗАЦИЯТА НА БЪЛГАРИЯ",15,2076,2076
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",1,19276,4
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",4,19276,814
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",6,19276,831
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",7,19276,6
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",8,19276,1068
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",9,19276,5
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",10,19276,3
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",11,19276,1458
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",12,19276,1
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",13,19276,939
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",14,19276,185
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",15,19276,144
16,"ЦЯЛА БЪЛГАРИЯ СРЕЩУ НАГЛЕЦИТЕ  БСП и ДПС",16,19276,19276
17,"Искам оставката на Бойко Борисов",1,7495,1
17,"Искам оставката на Бойко Борисов",4,7495,1376
17,"Искам оставката на Бойко Борисов",6,7495,1740
17,"Искам оставката на Бойко Борисов",7,7495,3
17,"Искам оставката на Бойко Борисов",8,7495,670
17,"Искам оставката на Бойко Борисов",9,7495,1
17,"Искам оставката на Бойко Борисов",10,7495,2
17,"Искам оставката на Бойко Борисов",11,7495,2386
17,"Искам оставката на Бойко Борисов",12,7495,1
17,"Искам оставката на Бойко Борисов",13,7495,421
17,"Искам оставката на Бойко Борисов",14,7495,31
17,"Искам оставката на Бойко Борисов",15,7495,109
17,"Искам оставката на Бойко Борисов",16,7495,1162
17,"Искам оставката на Бойко Борисов",17,7495,7495
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",1,28911,6
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",4,28911,2090
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",6,28911,1899
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",7,28911,8
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",8,28911,1544
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",9,28911,3
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",10,28911,3
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",11,28911,2977
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",12,28911,3
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",13,28911,1716
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",14,28911,105
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",15,28911,217
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",16,28911,4096
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",17,28911,2517
18,"ИСКАМ ДА ЖИВЕЯ В НОРМАЛНА ДЪРЖАВА",18,28911,28911
19,"СВОБОДНИ ЗА ИСТИНАТА",1,10767,1
19,"СВОБОДНИ ЗА ИСТИНАТА",4,10767,976
19,"СВОБОДНИ ЗА ИСТИНАТА",6,10767,802
19,"СВОБОДНИ ЗА ИСТИНАТА",7,10767,5
19,"СВОБОДНИ ЗА ИСТИНАТА",8,10767,527
19,"СВОБОДНИ ЗА ИСТИНАТА",9,10767,1
19,"СВОБОДНИ ЗА ИСТИНАТА",10,10767,3
19,"СВОБОДНИ ЗА ИСТИНАТА",11,10767,1194
19,"СВОБОДНИ ЗА ИСТИНАТА",12,10767,1
19,"СВОБОДНИ ЗА ИСТИНАТА",13,10767,763
19,"СВОБОДНИ ЗА ИСТИНАТА",14,10767,175
19,"СВОБОДНИ ЗА ИСТИНАТА",15,10767,90
19,"СВОБОДНИ ЗА ИСТИНАТА",16,10767,2798
19,"СВОБОДНИ ЗА ИСТИНАТА",17,10767,951
19,"СВОБОДНИ ЗА ИСТИНАТА",18,10767,2686
19,"СВОБОДНИ ЗА ИСТИНАТА",19,10767,10767
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",1,8494,5
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",4,8494,1260
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",6,8494,1918
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",7,8494,1
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",8,8494,628
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",9,8494,1
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",10,8494,3
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",11,8494,1966
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",12,8494,1
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",13,8494,407
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",14,8494,37
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",15,8494,90
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",16,8494,952
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",17,8494,1997
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",18,8494,2267
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",19,8494,735
20,"НИКОГА ПОВЕЧЕ ГЕРБ!",20,8494,8494
21,"СТАЛИН — НАШЕ ЗНАМЯ !",1,12543,1
21,"СТАЛИН — НАШЕ ЗНАМЯ !",4,12543,72
21,"СТАЛИН — НАШЕ ЗНАМЯ !",6,12543,91
21,"СТАЛИН — НАШЕ ЗНАМЯ !",7,12543,4
21,"СТАЛИН — НАШЕ ЗНАМЯ !",8,12543,47
21,"СТАЛИН — НАШЕ ЗНАМЯ !",9,12543,1
21,"СТАЛИН — НАШЕ ЗНАМЯ !",10,12543,1
21,"СТАЛИН — НАШЕ ЗНАМЯ !",11,12543,131
21,"СТАЛИН — НАШЕ ЗНАМЯ !",12,12543,1
21,"СТАЛИН — НАШЕ ЗНАМЯ !",13,12543,22
21,"СТАЛИН — НАШЕ ЗНАМЯ !",14,12543,2
21,"СТАЛИН — НАШЕ ЗНАМЯ !",15,12543,19
21,"СТАЛИН — НАШЕ ЗНАМЯ !",16,12543,47
21,"СТАЛИН — НАШЕ ЗНАМЯ !",17,12543,101
21,"СТАЛИН — НАШЕ ЗНАМЯ !",18,12543,117
21,"СТАЛИН — НАШЕ ЗНАМЯ !",19,12543,48
21,"СТАЛИН — НАШЕ ЗНАМЯ !",20,12543,63
21,"СТАЛИН — НАШЕ ЗНАМЯ !",21,12543,12543
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",1,1242,1
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",4,1242,30
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",6,1242,37
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",7,1242,2
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",8,1242,118
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",9,1242,1
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",10,1242,1
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",11,1242,86
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",12,1242,1
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",13,1242,40
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",14,1242,20
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",15,1242,22
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",16,1242,586
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",17,1242,53
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",18,1242,225
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",19,1242,265
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",20,1242,52
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",21,1242,11
22,"BULGARIA AGAINST ISLAMISM...(БЪЛГАРИЯ ПРОТИВ ИСЛЯМИЗМА...)",22,1242,1242
23,"Да изчистим въздуха в България",1,1484,2
23,"Да изчистим въздуха в България",4,1484,10
23,"Да изчистим въздуха в България",6,1484,11
23,"Да изчистим въздуха в България",7,1484,9
23,"Да изчистим въздуха в България",8,1484,11
23,"Да изчистим въздуха в България",9,1484,5
23,"Да изчистим въздуха в България",10,1484,1
23,"Да изчистим въздуха в България",11,1484,20
23,"Да изчистим въздуха в България",12,1484,1
23,"Да изчистим въздуха в България",13,1484,101
23,"Да изчистим въздуха в България",14,1484,3
23,"Да изчистим въздуха в България",15,1484,6
23,"Да изчистим въздуха в България",16,1484,25
23,"Да изчистим въздуха в България",17,1484,10
23,"Да изчистим въздуха в България",18,1484,38
23,"Да изчистим въздуха в България",19,1484,27
23,"Да изчистим въздуха в България",20,1484,13
23,"Да изчистим въздуха в България",21,1484,1
23,"Да изчистим въздуха в България",22,1484,5
23,"Да изчистим въздуха в България",23,1484,1484
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",1,8907,1
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",4,8907,1045
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",6,8907,801
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",7,8907,4
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",8,8907,842
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",9,8907,2
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",10,8907,3
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",11,8907,1387
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",12,8907,2
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",13,8907,626
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",14,8907,35
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",15,8907,157
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",16,8907,1616
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",17,8907,1382
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",18,8907,2772
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",19,8907,1187
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",20,8907,888
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",21,8907,74
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",22,8907,72
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",23,8907,15
24,"БЪЛГАРИЯ НА БЪЛГАРИТЕ - Не на ислямизацията на християнските народи!..",24,8907,8907
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",1,258,1
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",4,258,24
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",6,258,19
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",7,258,1
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",8,258,19
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",9,258,1
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",10,258,1
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",11,258,35
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",12,258,1
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",13,258,3
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",14,258,1
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",15,258,9
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",16,258,10
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",17,258,23
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",18,258,31
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",19,258,14
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",20,258,12
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",21,258,13
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",22,258,2
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",23,258,2
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",24,258,27
25,"Славяни за Евразия - Slované pro Euroasii - Славяне за Евразию",25,258,258
27,"Remote Sensing & GIS",1,13930,1
27,"Remote Sensing & GIS",4,13930,1
27,"Remote Sensing & GIS",6,13930,1
27,"Remote Sensing & GIS",7,13930,10
27,"Remote Sensing & GIS",8,13930,1
27,"Remote Sensing & GIS",9,13930,1
27,"Remote Sensing & GIS",10,13930,1
27,"Remote Sensing & GIS",11,13930,1
27,"Remote Sensing & GIS",12,13930,1
27,"Remote Sensing & GIS",13,13930,3
27,"Remote Sensing & GIS",14,13930,1
27,"Remote Sensing & GIS",15,13930,1
27,"Remote Sensing & GIS",16,13930,1
27,"Remote Sensing & GIS",17,13930,1
27,"Remote Sensing & GIS",18,13930,2
27,"Remote Sensing & GIS",19,13930,1
27,"Remote Sensing & GIS",20,13930,1
27,"Remote Sensing & GIS",21,13930,1
27,"Remote Sensing & GIS",22,13930,1
27,"Remote Sensing & GIS",23,13930,2
27,"Remote Sensing & GIS",24,13930,1
27,"Remote Sensing & GIS",25,13930,1
27,"Remote Sensing & GIS",27,13930,13930
28,"Geoscience and Remote Sensing",1,36053,1
28,"Geoscience and Remote Sensing",4,36053,1
28,"Geoscience and Remote Sensing",6,36053,1
28,"Geoscience and Remote Sensing",7,36053,19
28,"Geoscience and Remote Sensing",8,36053,2
28,"Geoscience and Remote Sensing",9,36053,1
28,"Geoscience and Remote Sensing",10,36053,1
28,"Geoscience and Remote Sensing",11,36053,1
28,"Geoscience and Remote Sensing",12,36053,1
28,"Geoscience and Remote Sensing",13,36053,2
28,"Geoscience and Remote Sensing",14,36053,1
28,"Geoscience and Remote Sensing",15,36053,1
28,"Geoscience and Remote Sensing",16,36053,1
28,"Geoscience and Remote Sensing",17,36053,2
28,"Geoscience and Remote Sensing",18,36053,2
28,"Geoscience and Remote Sensing",19,36053,1
28,"Geoscience and Remote Sensing",20,36053,1
28,"Geoscience and Remote Sensing",21,36053,1
28,"Geoscience and Remote Sensing",22,36053,1
28,"Geoscience and Remote Sensing",23,36053,3
28,"Geoscience and Remote Sensing",24,36053,1
28,"Geoscience and Remote Sensing",25,36053,1
28,"Geoscience and Remote Sensing",27,36053,6487
28,"Geoscience and Remote Sensing",28,36053,36053
29,"Remote Sensing Geeks",1,2400,1
29,"Remote Sensing Geeks",4,2400,1
29,"Remote Sensing Geeks",6,2400,1
29,"Remote Sensing Geeks",7,2400,4
29,"Remote Sensing Geeks",8,2400,1
29,"Remote Sensing Geeks",9,2400,1
29,"Remote Sensing Geeks",10,2400,1
29,"Remote Sensing Geeks",11,2400,1
29,"Remote Sensing Geeks",12,2400,1
29,"Remote Sensing Geeks",13,2400,2
29,"Remote Sensing Geeks",14,2400,1
29,"Remote Sensing Geeks",15,2400,1
29,"Remote Sensing Geeks",16,2400,1
29,"Remote Sensing Geeks",17,2400,1
29,"Remote Sensing Geeks",18,2400,2
29,"Remote Sensing Geeks",19,2400,1
29,"Remote Sensing Geeks",20,2400,1
29,"Remote Sensing Geeks",21,2400,1
29,"Remote Sensing Geeks",22,2400,1
29,"Remote Sensing Geeks",23,2400,2
29,"Remote Sensing Geeks",24,2400,1
29,"Remote Sensing Geeks",25,2400,1
29,"Remote Sensing Geeks",27,2400,449
29,"Remote Sensing Geeks",28,2400,1157
29,"Remote Sensing Geeks",29,2400,2400
30,"Пътуващи между Русе и София",1,6633,2
30,"Пътуващи между Русе и София",4,6633,108
30,"Пътуващи между Русе и София",6,6633,85
30,"Пътуващи между Русе и София",7,6633,11
30,"Пътуващи между Русе и София",8,6633,80
30,"Пътуващи между Русе и София",9,6633,3
30,"Пътуващи между Русе и София",10,6633,31
30,"Пътуващи между Русе и София",11,6633,103
30,"Пътуващи между Русе и София",12,6633,57
30,"Пътуващи между Русе и София",13,6633,484
30,"Пътуващи между Русе и София",14,6633,10
30,"Пътуващи между Русе и София",15,6633,14
30,"Пътуващи между Русе и София",16,6633,179
30,"Пътуващи между Русе и София",17,6633,90
30,"Пътуващи между Русе и София",18,6633,282
30,"Пътуващи между Русе и София",19,6633,140
30,"Пътуващи между Русе и София",20,6633,93
30,"Пътуващи между Русе и София",21,6633,9
30,"Пътуващи между Русе и София",22,6633,13
30,"Пътуващи между Русе и София",23,6633,28
30,"Пътуващи между Русе и София",24,6633,103
30,"Пътуващи между Русе и София",25,6633,2
30,"Пътуващи между Русе и София",27,6633,1
30,"Пътуващи между Русе и София",28,6633,1
30,"Пътуващи между Русе и София",29,6633,1
30,"Пътуващи между Русе и София",30,6633,6633
32,"Забелязано в София",1,38369,15
32,"Забелязано в София",4,38369,501
32,"Забелязано в София",6,38369,346
32,"Забелязано в София",7,38369,37
32,"Забелязано в София",8,38369,336
32,"Забелязано в София",9,38369,7
32,"Забелязано в София",10,38369,5
32,"Забелязано в София",11,38369,441
32,"Забелязано в София",12,38369,11
32,"Забелязано в София",13,38369,7779
32,"Забелязано в София",14,38369,25
32,"Забелязано в София",15,38369,38
32,"Забелязано в София",16,38369,973
32,"Забелязано в София",17,38369,380
32,"Забелязано в София",18,38369,1837
32,"Забелязано в София",19,38369,824
32,"Забелязано в София",20,38369,369
32,"Забелязано в София",21,38369,22
32,"Забелязано в София",22,38369,29
32,"Забелязано в София",23,38369,90
32,"Забелязано в София",24,38369,608
32,"Забелязано в София",25,38369,2
32,"Забелязано в София",27,38369,0
32,"Забелязано в София",28,38369,0
32,"Забелязано в София",29,38369,0
32,"Забелязано в София",30,38369,414
32,"Забелязано в София",32,38369,38369
33,"планински преходи",1,15139,41
33,"планински преходи",4,15139,246
33,"планински преходи",6,15139,188
33,"планински преходи",7,15139,53
33,"планински преходи",8,15139,330
33,"планински преходи",9,15139,9
33,"планински преходи",10,15139,1
33,"планински преходи",11,15139,300
33,"планински преходи",12,15139,1
33,"планински преходи",13,15139,1046
33,"планински преходи",14,15139,34
33,"планински преходи",15,15139,47
33,"планински преходи",16,15139,557
33,"планински преходи",17,15139,264
33,"планински преходи",18,15139,1012
33,"планински преходи",19,15139,315
33,"планински преходи",20,15139,267
33,"планински преходи",21,15139,13
33,"планински преходи",22,15139,26
33,"планински преходи",23,15139,95
33,"планински преходи",24,15139,388
33,"планински преходи",25,15139,9
33,"планински преходи",27,15139,2
33,"планински преходи",28,15139,6
33,"планински преходи",29,15139,2
33,"планински преходи",30,15139,278
33,"планински преходи",32,15139,929
33,"планински преходи",33,15139,15139
34,"Node.js Bulgaria",1,210,1
34,"Node.js Bulgaria",4,210,2
34,"Node.js Bulgaria",6,210,1
34,"Node.js Bulgaria",7,210,1
34,"Node.js Bulgaria",8,210,2
34,"Node.js Bulgaria",9,210,1
34,"Node.js Bulgaria",10,210,1
34,"Node.js Bulgaria",11,210,1
34,"Node.js Bulgaria",12,210,1
34,"Node.js Bulgaria",13,210,16
34,"Node.js Bulgaria",14,210,1
34,"Node.js Bulgaria",15,210,1
34,"Node.js Bulgaria",16,210,1
34,"Node.js Bulgaria",17,210,2
34,"Node.js Bulgaria",18,210,3
34,"Node.js Bulgaria",19,210,4
34,"Node.js Bulgaria",20,210,3
34,"Node.js Bulgaria",21,210,2
34,"Node.js Bulgaria",22,210,1
34,"Node.js Bulgaria",23,210,6
34,"Node.js Bulgaria",24,210,1
34,"Node.js Bulgaria",25,210,1
34,"Node.js Bulgaria",27,210,1
34,"Node.js Bulgaria",28,210,1
34,"Node.js Bulgaria",29,210,1
34,"Node.js Bulgaria",30,210,7
34,"Node.js Bulgaria",32,210,4
34,"Node.js Bulgaria",33,210,20
34,"Node.js Bulgaria",34,210,210
35,"Веган Общество",1,1101,3
